load,collision_rate,delivery_ratio,latency_norm,queue_occupancy,cw_min_norm,mult_norm,action_cw_min,action_cw_max,action_aifs,action_txop,reward,next_load,next_collision_rate,next_delivery_ratio,next_latency_norm,next_queue_occupancy,next_cw_min_norm,next_mult_norm,done
0.000000,0.945946,1.000000,1.000000,0.000000,-0.000992,0.500000,0.110119,0.654404,0.600000,0.568627,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.812500,1.000000,1.000000,0.000000,-0.000992,0.500000,-0.000992,0.857284,1.000000,0.235294,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.802469,1.000000,1.000000,0.000000,-0.000992,0.500000,0.046627,0.827263,0.600000,0.019608,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.857143,1.000000,1.000000,0.000000,-0.000992,0.500000,0.110119,0.595318,-1.000000,-0.568627,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.999008,0.000000,0.600000,0.431373,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.999008,0.000000,1.000000,-0.960784,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.237103,0.000000,-0.600000,-0.254902,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.014881,0.723061,1.000000,0.803922,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.999008,0.000000,-1.000000,-0.490196,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.110119,0.780379,0.200000,-0.274510,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,-0.000992,0.213082,0.200000,0.372549,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.491071,0.000000,0.200000,-0.784314,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.491071,0.000000,-0.200000,0.392157,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.046627,0.125911,0.600000,0.686275,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.110119,0.545151,-1.000000,0.235294,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.046627,0.874089,0.600000,-0.980392,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.046627,0.916753,-0.600000,0.137255,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.491071,0.000000,-0.200000,0.490196,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,0.237103,0.500000,0.237103,0.941482,-1.000000,0.666667,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,0.237103,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.014881,0.640483,0.200000,-0.058824,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.237103,0.443433,1.000000,0.980392,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,-0.000992,0.769078,-0.600000,0.529412,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.046627,0.088450,1.000000,0.372549,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.046627,0.562955,1.000000,-0.450980,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,-0.000992,0.881070,-0.200000,-0.196078,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.237103,0.033810,0.600000,-0.666667,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.491071,0.023392,-0.200000,0.901961,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.014881,0.878147,1.000000,-0.686275,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
