episode,timesteps,mean_reward,r_thr,r_coll,r_lat,r_cw,avg_cw_vo,avg_cw_be,pdr,collision_rate,alpha,actor_loss,critic_loss
133,13300,-1.2452512849795212,0.21260504391992893,-0.9539524004879393,-0.4144884836412275,-0.08941544477028347,257.72,199.64,0.36403173300804054,0.6359682669919594,0.05149275929671438,-6.353983402252197,3.9361743927001953
134,13400,0.07693821318239932,1.3532004374970292,-0.833159626527165,-0.35803514910711337,-0.08506744868035192,220.12,215.0,0.44456024898189,0.55543975101811,0.05100091948620536,-6.5529046058654785,3.4948325157165527
135,13500,-0.5837866421020513,0.5038317396161189,-0.6829624045020749,-0.2945953711554894,-0.11006060606060605,251.0,311.96,0.5446917303319501,0.45530826966804994,0.050493705150668665,-6.3158979415893555,3.259289264678955
136,13600,-0.861198311818621,0.2988729471788891,-0.7265203560202625,-0.31528697335847927,-0.11826392961876835,243.04,361.88,0.5156530959864914,0.4843469040135085,0.0499646533304765,-6.01065731048584,3.1066386699676514
137,13700,-0.47383138821717957,0.5808287506347813,-0.6260885556297833,-0.2731385431439764,-0.15543304007820138,175.24,619.8,0.5826076295801443,0.4173923704198556,0.04931280219282921,-5.876968860626221,4.234343528747559
138,13800,0.3883652181201006,1.5887642708217147,-0.6880206668051297,-0.30312716400010087,-0.20925122189638315,92.12,978.2,0.5413195554632467,0.4586804445367532,0.048783676689620914,-5.783001899719238,3.2346034049987793
139,13900,-0.5441588698445714,0.704311097347258,-0.7274537452121588,-0.32098494143226114,-0.20003128054740954,97.44,925.72,0.5150308365252274,0.48496916347477254,0.0498821678557219,-6.418669700622559,3.466719627380371
140,14000,-1.5311825163171597,0.13989873887004556,-1.0653358959571293,-0.4723416446650711,-0.13340371456500488,48.0,634.36,0.2897760693619139,0.7102239306380861,0.05175104648667973,-6.041749954223633,3.4680402278900146
141,14100,0.21721385843076316,1.4913331563408492,-0.7506311630765871,-0.3297520644522667,-0.19373607038123164,112.92,878.04,0.49957922461560855,0.5004207753843914,0.05304117638072627,-6.135553359985352,3.9152984619140625
142,14200,-0.7497714857318569,0.5316474507752277,-0.7968183981943892,-0.34720855395296873,-0.13739198435972633,171.28,531.48,0.46878773453707384,0.5312122654629261,0.053790703252008513,-6.82930850982666,4.371829986572266
143,14300,-0.24468571731162453,1.046428487778073,-0.7901641299002113,-0.3448992442999455,-0.15605083088954058,177.76,620.44,0.47322391339985914,0.5267760866001409,0.05387677449910848,-6.580358028411865,3.5686869621276855
144,14400,-0.4286850824981392,0.7945575693521085,-0.7354417123515249,-0.32182635494349326,-0.16597458455522973,158.12,690.84,0.5097055250989834,0.4902944749010166,0.05470381651506434,-5.671376705169678,2.9032764434814453
145,14500,-0.2774375089093606,0.9952109977847243,-0.7668420754981559,-0.33546821027706275,-0.17033822091886605,158.68,712.6,0.4887719496678961,0.511228050332104,0.05567453212485439,-6.1140289306640625,3.5891637802124023
146,14600,-0.708966264506078,0.6307583643574683,-0.8390108838095813,-0.3653315358653041,-0.13538220918866078,133.96,558.52,0.44065941079361237,0.5593405892063876,0.05630286434744723,-5.695453643798828,2.4439640045166016
147,14700,-0.3801873835308819,0.8842106989817458,-0.7945225274826777,-0.3441903155382592,-0.1256852394916911,205.48,437.4,0.47031831501154825,0.5296816849884518,0.05660310337224356,-6.449223041534424,4.5716552734375
148,14800,-0.8428092068882802,0.5117138112214873,-0.8758506630109983,-0.37854332284070435,-0.10012903225806452,218.12,294.04,0.4160995579926678,0.5839004420073323,0.05676990681353881,-5.298250675201416,3.606067419052124
149,14900,-1.0886631546105052,0.41949228394116966,-0.9998018244603308,-0.4309890002106013,-0.07736461388074292,222.96,172.76,0.3334654503597795,0.6665345496402206,0.05763017468059317,-4.693394184112549,2.724795341491699
150,15000,-1.4688864565183146,0.22470146939521318,-1.154080279078534,-0.49584782278807304,-0.043659824046920814,152.48,70.84,0.23061314728097723,0.7693868527190229,0.058265962026072635,-6.244062900543213,4.988953113555908
151,15100,-0.33699280352654315,0.9224361047049012,-0.7720856216739985,-0.33549186915764123,-0.15185141739980448,259.32,517.4,0.48527625221733417,0.5147237477826657,0.057910313337793326,-5.288869380950928,3.178380012512207
152,15200,-1.1825489594393448,0.29972131383676315,-0.9564454691475445,-0.41418453042377346,-0.11164027370478984,309.48,261.56,0.36236968723497043,0.6376303127650296,0.057785991627735435,-5.492459774017334,3.7150635719299316
153,15300,0.09555922098019426,1.2804893355520135,-0.733360356313188,-0.3172041668607823,-0.13436559139784948,258.84,428.44,0.5110930957912081,0.4889069042087918,0.058625947382509085,-6.038133144378662,3.290769100189209
154,15400,-0.9806474253291089,0.458131414814479,-0.9356107100418576,-0.40792668337641247,-0.09524144672531769,206.24,280.92,0.3762595266387617,0.6237404733612384,0.060220701150030885,-5.832243919372559,4.051780700683594
155,15500,0.11383187587562414,1.2639046439621946,-0.729266582448928,-0.31396747596022295,-0.10683870967741935,280.6,265.88,0.5138222783673814,0.4861777216326187,0.06174093234485488,-4.94910192489624,3.5712366104125977
156,15600,-1.1928425940647691,0.31680917552582544,-0.9948171850872762,-0.43336439877506794,-0.08147018572825024,147.96,268.76,0.3367885432751492,0.6632114567248507,0.06248283574346633,-5.0517578125,3.9512805938720703
157,15700,0.09190717423208429,1.24678014344433,-0.725425331713437,-0.3125365915555045,-0.116911045943304,302.04,295.96,0.5163831121910419,0.4836168878089581,0.0620441448300056,-5.324729919433594,4.165092468261719
158,15800,-0.42362813456001674,0.6652739823034963,-0.6697078389572817,-0.2901776601154198,-0.12901661779081133,269.88,390.04,0.553528107361812,0.44647189263818793,0.06110486026734687,-5.315925121307373,4.952850818634033
159,15900,0.3723612223344256,1.542384281019483,-0.7309256346676993,-0.3153046576439467,-0.12379276637341154,303.96,329.24,0.5127162435548671,0.48728375644513283,0.06027133343573492,-4.550351619720459,4.221559524536133
160,16000,0.1549363633216648,1.3025550827794625,-0.7146892814600594,-0.308260816296859,-0.12466862170087976,311.0,326.68,0.523540479026627,0.4764595209733729,0.060704276934105086,-4.473574638366699,4.448742866516113
161,16100,-0.16853705258430357,0.9391998950392846,-0.6859212809829054,-0.29614606742269656,-0.12566959921798632,284.12,358.68,0.5427191460113964,0.4572808539886036,0.061332611057348344,-4.007300853729248,3.0866684913635254
162,16200,0.46291237965437815,1.610355129535683,-0.7145503569789069,-0.3081612101066993,-0.12473118279569893,290.2,347.8,0.5236330953473953,0.4763669046526047,0.06220050570456648,-4.92267370223999,2.6419482231140137
163,16300,0.47879605982526613,1.6306035532281393,-0.7206802295174577,-0.3110256021063343,-0.12010166177908113,246.04,368.28,0.519546513655028,0.4804534863449719,0.06279317990971305,-4.199848651885986,3.2045984268188477
164,16400,0.07879298038829971,1.1849575247536288,-0.6854512464273111,-0.29573187076304275,-0.12498142717497557,288.28,351.0,0.5430325023817926,0.4569674976182075,0.06376183714703955,-4.98861837387085,2.6357903480529785
165,16500,-1.5670279114838481,0.08744373007651765,-1.0772774862048495,-0.4630514378579597,-0.11414271749755622,497.64,86.2,0.2818150091967669,0.7181849908032332,0.06444371008232629,-5.440791130065918,2.518902063369751
166,16600,0.2405175357161288,1.395216472923244,-0.7216792583748175,-0.3111663063982799,-0.1218533724340176,303.0,320.28,0.5188804944167882,0.48111950558321176,0.06465478016882424,-3.7573328018188477,2.758585214614868
167,16700,-0.18924183719859944,0.9218451103273223,-0.679606771637171,-0.29384576728660056,-0.1376344086021505,276.52,427.48,0.5469288189085527,0.45307118109144723,0.06498970096862859,-4.045174598693848,3.942999839782715
168,16800,-0.07172184276075573,0.9390624123694304,-0.5978950717023738,-0.2594424581101194,-0.15344672531769307,247.96,536.92,0.6014032855317508,0.3985967144682491,0.064374821432709,-4.273457050323486,3.6696174144744873
169,16900,0.037334737860544476,1.0834890670358643,-0.6355057327756135,-0.2746564165365589,-0.1359921798631476,278.68,416.92,0.5763295114829244,0.4236704885170755,0.06346121389415454,-4.439745903015137,3.5584535598754883
170,17000,-1.2155202661031488,0.24824559068593174,-0.9339678919856587,-0.4019856480878791,-0.12781231671554252,482.6,171.16,0.3773547386762276,0.6226452613237724,0.0625762952955794,-3.6573233604431152,3.9677364826202393
171,17100,-1.2855002799743367,0.14562926260298026,-0.9092463477105511,-0.39244428968592515,-0.12943890518084067,461.48,200.6,0.39383576819296595,0.606164231807034,0.06102810320602531,-3.4686856269836426,3.465146780014038
172,17200,-0.08225461879752892,0.960592203319396,-0.6335976890917411,-0.27469585834287696,-0.13455327468230696,206.68,481.56,0.5776015406055061,0.42239845939449405,0.05959533189299282,-3.9001712799072266,2.953202247619629
173,17300,-0.1956265460352803,0.8048333517535479,-0.6032128547927832,-0.26131742422771653,-0.13592961876832846,219.48,475.8,0.5978580968048113,0.4021419031951887,0.05833503072796327,-2.111984968185425,3.0133352279663086
174,17400,0.0040285530666158064,1.035668528909878,-0.6268037042560756,-0.2713465355168054,-0.13348973607038125,240.28,442.52,0.5821308638292829,0.41786913617071714,0.058468883154091364,-2.7429850101470947,4.183474540710449
175,17500,-0.332201014777845,0.6636170505830414,-0.5978229036980204,-0.25865596322689344,-0.13933919843597262,268.6,444.12,0.6014513975346532,0.39854860246534685,0.057685587664753984,-3.4024434089660645,5.270208358764648
176,17600,-0.31548523135544465,0.6944548950643976,-0.6088634688913165,-0.26320764482080333,-0.13786901270772237,287.96,417.24,0.5940910207391223,0.4059089792608777,0.056919340058496665,-2.4120821952819824,3.9697303771972656
177,17700,-0.0975760185009837,0.9157831478150049,-0.6148226437780966,-0.26560983632088336,-0.1329266862170088,286.04,393.88,0.590118237481269,0.40988176251873104,0.05743587438240061,-3.389394521713257,3.8972115516662598
178,17800,0.5031792029106019,1.5519187971818789,-0.6467000116921889,-0.2788098660590486,-0.1232297165200391,305.56,324.76,0.5688666588718738,0.43113334112812607,0.05787203947249312,-2.9285454750061035,4.32270622253418
179,17900,0.08738274580133122,1.1567137326697088,-0.655924378591245,-0.28304492694770933,-0.13036168132942325,306.2,360.6,0.56271708093917,0.43728291906083,0.057736043126870334,-3.575212240219116,3.6077022552490234
180,18000,-1.1336738055627524,0.2705833323768354,-0.8865703788247856,-0.3840171598968158,-0.13366959921798632,465.2,218.52,0.40895308078347603,0.5910469192165239,0.058934808583259085,-3.6210694313049316,6.335289001464844
181,18100,0.03573662592815605,1.1221678639997068,-0.6671947073938641,-0.2878113107363379,-0.131425219941349,335.32,336.92,0.5552035284040907,0.44479647159590924,0.05912980920696795,-2.727114200592041,6.358595848083496
182,18200,-0.03363320514604544,1.1238586000592172,-0.719572703873971,-0.3100598637946343,-0.1278592375366569,333.72,320.28,0.5202848640840193,0.47971513591598075,0.05963016743311254,-2.840296983718872,3.682100772857666
183,18300,-0.5240516883911174,0.6446909402432065,-0.7209565905102593,-0.31158271456590225,-0.13620332355816228,351.76,344.92,0.5193622729931604,0.4806377270068396,0.05958535826634385,-2.0638985633850098,4.304314613342285
184,18400,-1.0400183870149216,0.3118919874759569,-0.851831065673506,-0.3685446069600898,-0.1315347018572825,411.24,261.56,0.4321126228843295,0.5678873771156706,0.05880152976139054,-2.4824535846710205,4.877439022064209
185,18500,-0.06030398695608047,1.1412090482343025,-0.7586628996284718,-0.32675238385125643,-0.11609775171065491,298.2,295.64,0.49422473358101887,0.5057752664189811,0.05864356169710444,-1.6530189514160156,3.747753858566284
186,18600,-0.34873698028608496,0.7427391995136157,-0.6701875993916285,-0.28940979252928445,-0.1318787878787879,268.52,406.04,0.5532082670722478,0.44679173292775226,0.05755350098813625,-1.9641426801681519,5.89699649810791
187,18700,-0.8398933764156584,0.48204028313929903,-0.8468364241714318,-0.3660454269768784,-0.1090518084066471,275.28,282.52,0.43544238388571216,0.5645576161142878,0.056389836154712866,-2.4955508708953857,4.72784423828125
188,18800,-1.126838568225893,0.2870809702914006,-0.9076754523208206,-0.3923281526676361,-0.11391593352883678,331.84,250.84,0.39488303178611966,0.6051169682138804,0.05712853480002552,-2.781205177307129,4.022184371948242
189,18900,-0.01428224992968823,1.3131651452401878,-0.858042807375766,-0.3693850374519789,-0.10001955034213098,221.72,289.88,0.4279714617494893,0.5720285382505107,0.057079467587053116,-2.255952835083008,5.999955177307129
190,19000,-0.7583063370694125,0.5683159484035458,-0.8556106313816129,-0.37023355047453216,-0.1007781036168133,216.96,298.52,0.4295929124122581,0.570407087587742,0.059236257543430273,-2.0848207473754883,4.380443096160889
191,19100,-0.27086720266922065,1.0403879334539565,-0.8473077276694508,-0.364616030154606,-0.09933137829912024,230.68,277.4,0.43512818155369937,0.5648718184463006,0.06065828461157861,-2.6900711059570312,7.029939651489258
192,19200,-1.406276542658973,0.1445854779582653,-1.0283044069404408,-0.4452477407540211,-0.07730987292277615,164.44,231.0,0.3144637287063728,0.6855362712936273,0.061357826004872086,-1.9416160583496094,3.7340917587280273
193,19300,0.0004939256926208413,1.2162774301303303,-0.7700782577800152,-0.3317971332657098,-0.11390811339198438,245.4,337.24,0.4866144948133232,0.5133855051866769,0.06099000803898835,-1.4597835540771484,4.131342887878418
194,19400,0.4777020464299898,1.7442259402975224,-0.8159279265913105,-0.35132715007192106,-0.09926881720430109,216.92,290.84,0.4560480489391263,0.5439519510608737,0.06028699855933291,-2.006279706954956,4.832047939300537
195,19500,0.008403663062176681,1.2872978554394126,-0.8193076511339054,-0.3528729537555494,-0.10671358748778101,236.12,309.72,0.453794899244063,0.546205100755937,0.059368016325519454,-1.0447964668273926,4.021983623504639
196,19600,-1.3993559723732583,0.11308451023695591,-0.9733185243787164,-0.4251825642921038,-0.11393939393939392,317.4,265.4,0.3511209837475224,0.6488790162524777,0.05808152289642549,-1.58457350730896,4.256613731384277
197,19700,-0.2563091270973034,0.6306686290127838,-0.490213987259585,-0.212404042555292,-0.1843597262952102,383.36,559.64,0.6731906751602765,0.3268093248397234,0.05690193160522219,-0.4694601595401764,4.023512363433838
198,19800,-0.04223347221105689,1.0930617093266128,-0.7087729525845069,-0.30585751732070926,-0.12066471163245358,211.8,405.4,0.5274846982769954,0.47251530172300454,0.05567177123400171,-1.0354140996932983,4.611391067504883
199,19900,0.12022592923858592,1.286660463596917,-0.7328939506012917,-0.3157536824862677,-0.11778690127077224,241.24,361.24,0.5114040329324723,0.48859596706752767,0.05667656506098738,-1.7979190349578857,3.205090045928955
200,20000,-0.5348883145771616,0.8975215625657151,-0.9482891410414414,-0.4082184878120904,-0.07590224828934507,170.68,217.56,0.36780723930570575,0.6321927606942943,0.064221109305094,-2.428386688232422,4.871110439300537
201,20100,0.14356785210070247,1.328654016841072,-0.7559687887325608,-0.3258446487350814,-0.1032727272727273,198.36,329.88,0.4960208075116261,0.5039791924883739,0.06791630690652654,-3.4928901195526123,3.888669967651367
202,20200,-1.682498092577978,0.23728232404660488,-1.321936289350966,-0.5684404127086117,-0.02940371456500489,67.4,83.0,0.1187091404326892,0.8812908595673108,0.07024782332378413,-4.10914945602417,3.6053998470306396
203,20300,-0.950415116038317,0.5867130130225459,-1.0118392730830588,-0.43806304952619113,-0.0872258064516129,73.08,373.08,0.32544048461129416,0.6745595153887058,0.07185507139039844,-3.4148316383361816,4.3915228843688965
204,20400,-1.5330639276219324,0.31114964380611804,-1.2528060673636465,-0.5435795470751561,-0.047827956989247314,39.24,205.4,0.16479595509090214,0.8352040449090977,0.0726455216143598,-3.3055543899536133,2.233236789703369
205,20500,0.12159453818873384,1.1540159204539195,-0.5846778383789328,-0.2559546875812675,-0.19178885630498538,106.8,874.2,0.6102147744140448,0.3897852255859553,0.07325132531455548,-3.996692180633545,2.0343027114868164
206,20600,0.15091935697527512,1.249316538528673,-0.6522386491107287,-0.2849229508199911,-0.16123558162267845,92.28,732.44,0.5651742339261808,0.4348257660738192,0.07429092365143933,-3.438527822494507,2.7339303493499756
207,20700,0.0746551085351036,1.1923046971991405,-0.6779328775168619,-0.2954664667678982,-0.14425024437927664,91.16,646.68,0.548044748322092,0.4519552516779079,0.07471877027688954,-3.11590313911438,3.6464009284973145
208,20800,-1.7663014567987614,0.1829898688841508,-1.3412788552591461,-0.580673271987793,-0.027339198435972635,30.6,109.24,0.10581409649390247,0.8941859035060976,0.07479844283750553,-3.0370962619781494,4.676877975463867
209,20900,0.6996939016904697,1.9099326681391324,-0.759404410270769,-0.3302322056402593,-0.12060215053763441,70.04,546.84,0.4937303931528207,0.5062696068471793,0.07467652660132972,-3.401092529296875,2.9872641563415527
210,21000,0.6731280867796227,1.8944842598048226,-0.7666883855926626,-0.3335025870415303,-0.12116520039100682,67.8,551.96,0.4888744096048916,0.5111255903951084,0.07405498112169447,-3.264660596847534,3.4064078330993652
211,21100,-1.837449637287191,0.10481689575925268,-1.3314461748749635,-0.5767089212213335,-0.03411143695014662,36.92,137.56,0.1123692167500242,0.8876307832499758,0.07414884733111587,-3.791405200958252,4.664190769195557
212,21200,-0.572009282976409,0.8954200902411713,-0.9489638959948646,-0.41280760821000834,-0.1056578690127077,52.8,487.64,0.3673574026700904,0.6326425973299097,0.07435150681871051,-4.259264945983887,4.312543869018555
213,21300,-0.22248640726628313,1.0765492384198168,-0.8223261751869706,-0.3578903111638407,-0.11881915933528836,67.96,539.8,0.4517825498753528,0.5482174501246472,0.07521671191891031,-3.562573194503784,3.5980262756347656
214,21400,-0.11077120419876069,1.147806552542101,-0.7931208556444088,-0.3451675560329145,-0.12028934506353861,71.0,544.28,0.47125276290372753,0.5287472370962726,0.07677148864275055,-4.036046028137207,2.364508628845215
215,21500,-1.2965502843981633,0.23837320835251863,-1.0224842229485487,-0.4419329159409409,-0.07050635386119257,59.56,301.08,0.3183438513676343,0.6816561486323657,0.07803212933351113,-3.318305492401123,3.003612995147705
216,21600,0.6086816898489495,1.8041498051180596,-0.7444860395793707,-0.32406125457537016,-0.1269208211143695,81.88,567.32,0.5036759736137529,0.49632402638624706,0.07914801245445202,-3.2566051483154297,2.9641175270080566
217,21700,0.24846397370379958,1.4347925614477697,-0.7410835376381187,-0.32220301687026986,-0.1230420332355816,100.44,528.92,0.5059443082412541,0.4940556917587459,0.07977611943410029,-3.743424415588379,2.8388094902038574
218,21800,-0.36307259950614174,0.7404147557271186,-0.6942768606137976,-0.3007060957924832,-0.10850439882697946,118.56,436.44,0.5371487595908017,0.46285124040919834,0.07956504770281919,-3.6504859924316406,4.067875862121582
219,21900,-0.6385346144195191,0.4054900660025891,-0.657947020049481,-0.28408743554369253,-0.10199022482893451,162.36,359.32,0.5613686533003459,0.43863134669965403,0.07750436907819053,-3.1007943153381348,3.2894303798675537
220,22000,0.002881258690057249,1.140614077509608,-0.716045403518651,-0.31040686789132044,-0.11128054740957967,100.44,468.76,0.5226363976542328,0.47736360234576725,0.07510605673883758,-3.2164347171783447,5.532585144042969
221,22100,-0.09644559086151654,1.139884635106183,-0.7830748682167326,-0.3400979774968127,-0.11315738025415444,90.84,487.96,0.4779500878555117,0.5220499121444881,0.07270836857620004,-3.029325008392334,4.000067234039307
222,22200,0.0764434732364107,1.2736866739412642,-0.7530082314907125,-0.32719880108119864,-0.1170361681329423,111.32,487.32,0.49799451233952496,0.5020054876604749,0.07023874628494503,-3.780834913253784,5.429129600524902
223,22300,-0.023361015597510023,1.1808524199206054,-0.7580818623139969,-0.3292830883556338,-0.11684848484848484,111.0,486.68,0.4946120917906688,0.5053879082093312,0.06837447416719782,-2.5327906608581543,2.6239047050476074
224,22400,-0.32984196715918757,0.6798724253780855,-0.6273129717883288,-0.2711990747078884,-0.11120234604105571,179.4,389.4,0.5817913521411141,0.418208647858886,0.06690069155666879,-3.083787679672241,3.0527725219726562
225,22500,-0.5849406214541586,0.6577472090024103,-0.7965491994114821,-0.34469581579582,-0.10144281524926685,184.2,334.68,0.4689672003923453,0.5310327996076548,0.06669914385834055,-2.8801910877227783,4.6280012130737305
226,22600,-0.21220863811324756,0.9139722786588138,-0.7153525354803209,-0.30949504795840715,-0.10133333333333333,113.56,404.76,0.5230983096797861,0.4769016903202139,0.06640137178344133,-2.9446611404418945,4.016376495361328
227,22700,0.05220659293957246,1.2369032168976835,-0.7479264464460955,-0.3246763358697867,-0.11209384164222876,109.72,463.64,0.5013823690359362,0.49861763096406375,0.06598209457152335,-1.969917893409729,2.879662275314331
228,22800,0.14094268827247494,1.2872408766424925,-0.7202481811689974,-0.31264238256758936,-0.1134076246334311,112.6,467.48,0.5198345458873352,0.48016545411266476,0.06579087438038972,-3.1619763374328613,3.397550582885742
229,22900,-0.9092064498744926,0.49897957955265654,-0.92546161902114,-0.4005582324978956,-0.0821661779081134,209.44,210.84,0.38302558731924,0.61697441268076,0.065771850296308,-2.9383385181427,2.808276414871216
230,23000,-0.11318150944878265,1.038608462451604,-0.7290885991956694,-0.3161129074065746,-0.1065884652981427,96.28,448.92,0.5139409338695538,0.48605906613044636,0.06622035035825573,-3.1694600582122803,4.949028015136719
231,23100,-1.5033418693478262,0.2545760011925081,-1.1890176169339504,-0.5120478586894728,-0.05685239491691104,138.2,152.6,0.20732158871069983,0.7926784112893002,0.06630781132872758,-2.9640560150146484,3.746413469314575
232,23200,0.028919513170412362,1.1771743400279635,-0.7274124433875592,-0.31512977349931753,-0.10571260997067446,103.96,436.76,0.5150583710749604,0.4849416289250395,0.06907757244976652,-3.0932154655456543,3.5313756465911865
233,23300,-0.1769562147191728,0.9971553484620648,-0.7440511374834914,-0.3226586661669545,-0.10740175953079177,94.04,455.32,0.503965908344339,0.49603409165566104,0.07109077936455636,-2.597034215927124,2.0679798126220703
234,23400,-1.4949729248152275,0.22170303148255116,-1.1586272273636002,-0.4997808892469837,-0.05826783968719453,163.68,134.36,0.22758184842426654,0.7724181515757335,0.07254639742222516,-2.0561680793762207,3.6225199699401855
235,23500,-0.5785933839596725,0.6930549833395142,-0.8212483395607119,-0.35504909909722343,-0.09535092864125122,130.8,356.92,0.4525011069595253,0.5474988930404747,0.07277133930821404,-3.326097011566162,4.28958797454834
236,23600,-1.4810010246007477,0.20880772843838522,-1.140949435747001,-0.4911701677320146,-0.05768914956011729,153.68,141.4,0.2393670428353328,0.7606329571646673,0.07154306507700477,-3.275604248046875,3.250392198562622
237,23700,0.5313876850842554,1.6421317915590083,-0.6888448190784883,-0.29910749853995955,-0.12279178885630503,155.48,472.6,0.5407701206143412,0.45922987938565885,0.06946086971433874,-2.2709856033325195,2.8632121086120605
238,23800,0.6369166798978345,1.6962068393223646,-0.6684417943146153,-0.2890145430180286,-0.10183382209188659,161.56,359.32,0.5543721371235898,0.44562786287641015,0.06845384448989113,-2.225649118423462,4.1546630859375
239,23900,-1.7442114484905022,0.18594444623071296,-1.328595141111768,-0.5703740478420963,-0.031186705767350928,89.96,69.56,0.11426990592548812,0.885730094074512,0.06997059979428277,-2.4564054012298584,2.5700011253356934
240,24000,0.26054231392113036,1.3268908858316002,-0.6742323025594119,-0.2910331803970011,-0.10108308895405668,195.48,321.56,0.5505117982937254,0.44948820170627457,0.07082848152973796,-1.2552860975265503,2.6098222732543945
241,24100,-1.2145807061379952,0.37917344315794127,-1.06160533056619,-0.4594684668235882,-0.07268035190615835,175.16,196.6,0.29226311295587337,0.7077368870441266,0.06993374164243901,-2.4240775108337402,3.0032243728637695
242,24200,-0.4974877515288696,0.7645046969696843,-0.8183259147532138,-0.3536645787111269,-0.09000195503421313,195.76,264.6,0.45444939016452407,0.5455506098354759,0.06792547248525177,-2.262969493865967,2.050539970397949
243,24300,0.6025862760540588,1.6224278420015137,-0.6419393787268384,-0.2769442204561979,-0.1009579667644184,180.12,336.28,0.5720404141821077,0.4279595858178923,0.0663089179689533,-1.532921552658081,3.7720236778259277
244,24400,-1.502503336982074,0.14682929788441013,-1.0957370869031522,-0.47531597807085824,-0.07827956989247312,245.4,155.0,0.2695086087312318,0.7304913912687683,0.06422130835497565,-1.3835766315460205,2.92368483543396
245,24500,0.2574920803801909,1.252207807897731,-0.6208545542764845,-0.26814856327038117,-0.1057126099706745,185.88,354.84,0.586096963815677,0.413903036184323,0.061760586920062914,-1.043007493019104,2.037285566329956
246,24600,-0.37252736986856716,0.588128388904403,-0.5634272013660676,-0.244149378521272,-0.1530791788856305,318.72,464.28,0.6243818657559548,0.3756181342440451,0.05978172747291502,-1.3469287157058716,4.875130653381348
247,24700,-0.19674311571017758,0.6008460996393061,-0.44907872268035304,-0.19406278983433092,-0.1544477028347996,299.48,490.52,0.7006141848797646,0.2993858151202354,0.05758301047221506,-0.012507028877735138,2.2872819900512695
248,24800,-0.037631664955688295,1.0306996656070568,-0.6650259325517911,-0.28820862381740553,-0.11509677419354841,147.48,441.24,0.5566493782988059,0.44335062170119416,0.055995392604766915,-0.9544756412506104,4.489989280700684
249,24900,-0.560346081523645,0.05799041443728657,-0.20467828506936236,-0.0887315246745604,-0.3249266862170087,974.36,687.64,0.8635478099537583,0.13645219004624157,0.054623130541141464,-0.4834665358066559,3.755629062652588
250,25000,0.059938060691974375,1.1527193550368071,-0.6728131091996903,-0.2922966308929431,-0.12767155425219945,142.04,511.0,0.5514579272002065,0.44854207279979347,0.05346859164137146,-0.28421714901924133,4.075906276702881
251,25100,-0.3693561922151411,0.3531530791490012,-0.3522682288250044,-0.15273175612662557,-0.21750928641251221,466.52,646.04,0.7651545141166636,0.23484548588333629,0.052295036091951984,-0.9728304743766785,3.37739896774292
252,25200,0.3697433748925561,1.40446256837824,-0.6185952085234843,-0.26887080803160357,-0.14725317693059628,189.72,563.48,0.587603194317677,0.41239680568232295,0.051459929245230886,-1.2893822193145752,3.4952664375305176
253,25300,-0.03823480803727277,1.0046945196855483,-0.6278219955124057,-0.27260879848607517,-0.14249853372434015,175.64,553.24,0.5814520029917295,0.41854799700827044,0.051272347642140226,-0.21426096558570862,2.4814529418945312
254,25400,0.033272873367597364,1.0581773220709763,-0.6147068440633352,-0.26657297120895856,-0.14362463343108503,176.92,557.72,0.5901954372911098,0.40980456270889026,0.05185427374201575,-0.8137294054031372,3.65077543258667
255,25500,0.22946968797164963,1.2139171419569568,-0.5827283123454717,-0.2529644984335792,-0.14875464320625612,201.24,559.64,0.6115144584363522,0.3884855415636478,0.052699725261778844,-0.9063112735748291,4.826147079467773
256,25600,-0.39178668144503237,0.5874217603131094,-0.5878182950732994,-0.2548349169683223,-0.13655522971652004,180.44,518.04,0.6081211366178004,0.3918788633821995,0.05334946788060372,-1.7670643329620361,4.073869705200195
257,25700,-0.28078684514963276,0.6907407857433047,-0.5793565628877922,-0.25154936712537984,-0.1406217008797654,167.32,551.96,0.6137622914081385,0.38623770859186146,0.05381693616433998,-1.4580345153808594,3.4546725749969482
258,25800,0.42965391352773247,1.4638295660939542,-0.6227868843356846,-0.2705168229714952,-0.140871945259042,175.0,545.56,0.5848087437762103,0.4151912562237897,0.05365051986047649,-0.22388021647930145,2.922085762023926
259,25900,0.6105570750857173,1.643861855105905,-0.6200546915412695,-0.2692500884789181,-0.14400000000000002,196.12,540.44,0.5866302056391538,0.4133697943608462,0.05335941546028927,-0.3021095097064972,3.9698643684387207
260,26000,-0.06103312188204255,1.0679615116501424,-0.6873108085437453,-0.2986222414107272,-0.14306158357771262,188.12,543.64,0.5417927943041697,0.45820720569583023,0.053599315231900625,-1.3858139514923096,5.21951961517334
261,26100,-0.09275355650532197,0.9228669997695136,-0.6089005487016996,-0.26453427932289136,-0.14218572825024442,186.84,540.44,0.5940663008655336,0.4059336991344664,0.05335692203084967,-0.9175686836242676,2.419501543045044
262,26200,-0.02557516216273035,1.104808789921735,-0.6870387731297503,-0.298594445816885,-0.14475073313782993,194.2,546.2,0.5419741512468332,0.45802584875316676,0.05338828920620532,-0.5923998355865479,4.266258239746094
263,26300,0.20766714560940525,1.331294245617589,-0.6797427582483982,-0.2953799429328063,-0.1485043988269795,207.0,552.6,0.5468381611677345,0.4531618388322655,0.05353832988127252,-0.47228533029556274,3.141172409057617
